Word	POS
--------------------	-/PUNC
إحساس	إحساس/NOUN-MS
لا	لا/PART
يوصف	يوصف/V
إنك	إن/PART+ك/PRON
تنزل	تنزل/V
تعمل شوبينج	نعمل/V شوبينج/NOUN-MS
و تشتري	و/CONJ+تشتري/V
كل	كل/NOUN-MS
إللي	اللي/PRON
عايزه	عايز/ADJ-MS+ه/PRON
من غير ما	من/PREP غير/NOUN-MS ما/PART
تدقق	تدقق/V
ده	ده/PRON
بكام	ب/PREP+كام/PART
و دي	و/CONJ+دي/PRON
بكام	ب/PREP+كام/PART
..	./PUNC ./PUNC
--------------------	-/PUNC
@Nodygamal93	@Nodygamal93/MENTION
احساس	إحساس/NOUN-MS
حلو	حلو/ADJ-MS
لما	لما/PART
تلاقي	تلاقي/V
حد	حد/NOUN-MS
شبهك	شبيه/NOUN-MS+ك/PRON
في	في/PREP
حاجات	حاج/NOUN-FP+ات/NSUFF
كتيرة	كتير/ADJ-FS+ة/NSUFF
,	,/PUNC
ويهتم	و/CONJ+يهتم/V
بنفس	ب/PREP+نفس/NOUN-MS
الحاجات	ال/DET+حاج/NOUN-FP+ات/NSUFF
اللي	اللي/PRON
بتحبها	ب/PROG-PART+تحب/V+ها/PRON
.	./PUNC
فاكره	فاكر/ADJ-MS+ه/PRON
تؤام	توأم/NOUN-MS
تؤام	توأم/NOUN-MS
:-D	:-D/EMOT
--------------------	-/PUNC
انا	أنا/PRON
عايز	عايز/ADJ-MS
يبقى	يبقى/V
عندى	عند/NOUN-MS+ي/PRON
ابن	ابن/NOUN-MS
عشان	علشان/PART
اعلمه	أعلم/V+ه/PRON
السباحة	ال/DET+سباح/NOUN-FS+ة/NSUFF
بس	بس/ADV
,,,	,/PUNC ,/PUNC ,/PUNC
دى	دي/PRON
أمتع	أمتع/ADJ-MS
حاجة	حاج/NOUN-FS+ة/NSUFF
ممكن	ممكن/ADJ-MS
الأب	ال/DET+أب/NOUN-MS
يعملها	يعمل/V+ها/PRON
الحقيقة	ال/DET+حقيق/NOUN-FS+ة/NSUFF
,,,	,/PUNC ,/PUNC ,/PUNC
غير كده	غير/NOUN-MS كده/ADV
الموضوع	ال/DET+موضوع/NOUN-MS
مش جايب همه	مش/PART جايب/ADJ-MS هم/NOUN-MS+ه/PRON
--------------------	-/PUNC
خسارة	خسار/NOUN-FS+ة/NSUFF
فيك	في/PREP+ك/PRON
كلمة	كلم/NOUN-FS+ة/NSUFF
راجل	راجل/NOUN-MS
لو	لو/PART
بتسيب	ب/PROG-PART+تسيب/V
صحابك	صحاب/NOUN-MP+ك/PRON
يتكلموا	يتكلم/V+وا/PRON
على	على/PREP
بنت	بنت/NOUN-FS
أنت	أنت/PRON
تعرفها	تعرف/V+ها/PRON
من غير ماترد	من/PREP غير/NOUN-MS ما/PART ترد/V
عليهم	على/PREP+هم/PRON
.	./PUNC
--------------------	-/PUNC
Serious	Serious/FOREIGN
Question	Question/FOREIGN
:	:/PUNC
ليه	ليه/PART
الواحد	ال/DET+واحد/NOUN-MS
لما	لما/PART
يبقي	يبقى/V
مبسوط	مبسوط/ADJ-MS
طول النهار	طول/NOUN ال/DET+نهار/NOUN-MS
لازم	لازم/ADJ-MS
تحصل	تحصل/V
في	في/PREP
الأخر	ال/DET+آخر/NOUN-MS
حاجة	حاج/NOUN-FS+ة/NSUFF
تنكد	تنكد/V
عليه	على/PREP+ه/PRON
؟	؟/PUNC
!	!/PUNC
--------------------	-/PUNC
كل	كل/NOUN-MS
واحد	واحد/NOUN-MS
ييجي	ييجي/V
يقولك	يقول/V ل/PREP+ك/PRON
مش هقدر	مش/PART ه/FUT-PART+أقدر/V
أغير	أغير/V
إرث	إرث/NOUN-MS
سنين	سن/NOUN-FP+ين/NSUFF
من	من/PREP
الفساد	ال/DET+فساد/NOUN-MS
.	./PUNC
طيب	طيب/ADJ-MS
حضرتك	حضر/NOUN-MS+ت/NSUFF+ك/PRON
بتتعب	ب/PROG-PART+تتعب/V
نفسك	نفس/NOUN-FS+ك/PRON
وجاي تحكم ليه	و/CONJ+جاي/ADJ-MS تحكم/V ليه/PART
؟	؟/PUNC
--------------------	-/PUNC
قبل ما	قبل/NOUN-MS ما/PART
تنام	تنام/V
اظبت	اظبط/V
منبه	منبه/NOUN-MS
الموبايل	ال/DET+موبايل/NOUN-MS
على	على/PREP
ميعاد	ميعاد/NOUN-MS
صلاة	صلا/NOUN-FS+ة/NSUFF
الفجر	ال/DET+فجر/NOUN-MS
عشان لو	علشان/PART لو/PART
مصحتش	ما/PART صحي/V+ت/PRON+ش/NEG-PART
تانى	تاني/ADJ-MS
النية	ال/DET+ني/NOUN-FS+ة/NSUFF
تشفعلك	تشفع/V ل/PREP+ك/PRON
--------------------	-/PUNC
حتي	حتى/PREP
لو	لو/PART
فشلت	فشل/V+ت/PRON
ف حاجة	في/PREP حاج/NOUN-FS+ة/NSUFF
هتتعلم	ه/FUT-PART+تتعلم/V
منها	من/PREP+ها/PRON
برضه	برضه/ADV
.	./PUNC
الا	إلا/PART
لو انت	لو/PART إنت/PRON
غبي	غبي/ADJ-MS
--------------------	-/PUNC
هو	هو/PRON
لازم	لازم/ADJ-MS
الواحد	ال/DET+واحد/NOUN-MS
لما يجى	لما/PART ييجي/V
يواظب	يواظب/V
على	على/PREP
الرياضه	ال/DET+رياض/NOUN-FS+ة/NSUFF
يدمنها	يدمن/V+ها/PRON
ولا انتوا	و/CONJ+إلا/PART إنتو/PRON
واخدنها	واخد/ADJ-MP+ين/NSUFF+ها/PRON
موضه	موض/NOUN-FS+ة/NSUFF
ولا ايه	و/CONJ+إلا/PART إيه/PART
؟	؟/PUNC
#	#/HASH
bassem	bassem/FOREIGN
#	#/HASH
hit	hit/FOREIGN
--------------------	-/PUNC
اللي	اللي/PRON
يشوفني	يشوف/V+ني/PRON
في عز	في/PREP عز/NOUN-MS
فرحي	فرح/NOUN-MS+ي/PRON
ميعرفنيش	ما/PART يعرف/V+ني/PRON+ش/NEG-PART
وقت	وقت/NOUN-MS
زعلي	زعل/NOUN-MS+ي/PRON
.	./PUNC
--------------------	-/PUNC
دآيمآ	دايما/ADV
#	#/HASH
آلشخص	ال/DET+شخص/NOUN-MS
إللي	اللي/PRON
بيآخد بآله من	ب/PROG-PART+يأخد/V بال/NOUN-MS+ه/PRON من/PREP
آلتفآصيل	ال/DET+تفاصيل/NOUN-FP
آلصغيره	ال/DET+صغير/ADJ-FS+ة/NSUFF
بيبقي	ب/PROG-PART+يبقى/V
أكتر	أكتر/ADJ-MS
شخص	شخص/NOUN-MS
منكد	منكد/ADJ-MS
دآيمآ	دايما/ADV
علي	على/PREP
نفسه	نفس/NOUN-FS+ه/PRON
!	!/PUNC
#	#/HASH
حقيقه	حقيق/NOUN-FS+ة/NSUFF
--------------------	-/PUNC
(	(/PUNC
2	2/NUM
)	)/PUNC
تيجى نتكلم	تيج/V+ي/PRON نتكلم/V
و نقول	و/CONJ+نقول/V
كام نصيحة	كام/NOUN-MS نصيحة/NOUN-FS+ة/NSUFF
على	على/PREP
كام كلمة	كام/NOUN-MS كلم/NOUN-FS+ة/NSUFF
حلوة	حلو/ADJ-FS+ة/NSUFF
على	على/PREP
حبة	حب/NOUN-FS+ة/NSUFF
أى	أي/PART
كلام	كلام/NOUN-MS
عشان	علشان/PART
كام ريتويت	كام/NOUN-MS ريتويت/NOUN-MS
--------------------	-/PUNC
فاكر أيام	فاكر/ADJ-MS أيام/NOUN-FP
لماا	لما/PART
كنت	كن/V+ت/PRON
تقف	تقف/V
ع	ع/PREP
الشارع	ال/DET+شارع/NOUN-MS
تلاقى	تلاقي/V
واحده	واحد/NOUN-FS+ة/NSUFF
محجبه	محجب/ADJ-FS+ة/NSUFF
فواحد	ف+/CONJ+واحد/NOUN-MS
صاحبك	صاحب/NOUN-MS+ك/PRON
يعاكسها	يعاكس/V+ها/PRON
تقوله	تقول/V ل/PREP+ه/PRON
بس	بس/ADV
ياض	يا/PART+ض/NOUN-MS
دى	دي/PRON
محجبه	محجب/ADJ-FS+ة/NSUFF
؟	؟/PUNC
--------------------	-/PUNC
لو	لو/PART
رفعنا	رفع/V+نا/PRON
قضية	قضي/NOUN-FS+ة/NSUFF
على	على/PREP
الكيان	ال/DET+كيان/NOUN-MS
الصهيوني	ال/DET+صهيوني/ADJ-MS
بنقول	ب/PROG-PART+نقول/V
انهم	إن/PART+هم/PRON
إرهابيين	إرهابي/ADJ-MP+ين/NSUFF
و بنطالب	و/CONJ+ب/PROG-PART+نطالب/V
بقطع	ب/PREP+قطع/NOUN-MS
أي	أي/PART
علاقة	علاق/NOUN-FS+ة/NSUFF
بيهم	بي/PREP+هم/PRON
هتتقبل	ه/FUT-PART+تتقبل/V
القضية	ال/DET+قضي/NOUN-FS+ة/NSUFF
برضو	برضه/ADV
زي	زي/NOUN-MS
حماس	حماس/NOUN-FS
؟	؟/PUNC
ولا	و/CONJ+إلا/PART
هيقول	ه/FUT-PART+يقول/V
عيب	عيب/NOUN-MS
مش	مش/PART
اختصاصنا	اختصاص/NOUN-MS+نا/PRON
؟	؟/PUNC
!	!/PUNC
--------------------	-/PUNC
دايما	دايما/ADV
الواحد	ال/DET+واحد/NOUN-MS
#	#/HASH
بيقصر	ب/PROG-PART+يقصر/V
في	في/PREP
حق	حق/NOUN-MS
ناس	ناس/NOUN-MP
#	#/HASH
تستاهل	تستاهل/V
ويسأل	و/CONJ+يسأل/V
علي	على/PREP
#	#/HASH
ناس	ناس/NOUN-MP
#	#/HASH
متستهلش	ما/PART تستاهل/V+ش/NEG-PART
:-(	:-(/EMOT
--------------------	-/PUNC
مهو	ما/PART هو/PRON
انت	إنت/PRON
ماتحطليش	ما/PART تحط/V ل/PREP+ي/PRON+ش/NEG-PART
إمتحان	امتحان/NOUN-MS
صعب	صعب/ADJ-MS
و تيجى	و/CONJ+تيجي/V
فى	في/PREP
الآخر	ال/DET+آخر/NOUN-MS
تقولى	تقول/V ل/PREP+ي/PRON
"	"/PUNC
Good	Good/FOREIGN
Luck	"Luck/FOREIGN
"
"	"/PUNC
عشان ماتجيبش	علشان/PART ما/PART تجيب/V+ش/NEG-PART
الشتيمه	ال/DET+شتيم/NOUN-FS+ة/NSUFF
ليك	لي/PREP+ك+/PRON
و للست	و/CONJ+ل/PREP+ال/DET+ست/NOUN-FS
الوالده	ال/DET+والد/NOUN-FS+ة/NSUFF
--------------------	-/PUNC
واللى	و/CONJ+اللي/PRON
كان	كان/V
فى	في/PREP
شغله	ayg/NOUN-MS+ه/PRON
ولسه راجع	و/CONJ+لسة/ADV راجع/ADJ-MS
واللى	و/CONJ+اللي/PRON
كان	كان/V
فى	في/PREP
مدرسته	مدرس/NOUN-FS+ة/NSUFF+ه/PRON
واللى	و/CONJ+اللي/PRON
واقف	واقف/ADJ-FS
فى	في/PREP
البلكونة	ال/DET+بلكون/NOUN-FS+ة/NSUFF
بيشرب سيجارة	ب/PROG-PART+يشرب/V سيجار/NOUN-FS+ة/NSUFF
..	./PUNC ./PUNC
نحب	نحب/V
نقوله	نقول/V ل/PREP+ه/PRON
ان	إن/PART
اوزيل	أوزيل/NOUN-MS
جاب جول	جاب/V جول/NOUN-MS
...	./PUNC ./PUNC ./PUNC
http://t.co/SP1RsPjMxY	http:\\t.co\SP1RsPjMxY/URL
--------------------	-/PUNC
نص	نصف/NOUN-MS
الوﻻد	ال/DET+وﻻد/NOUN-MP
اللى	اللي/PART
ف	في/PREP
تويتر	تويتر/NOUN-MS
فهمين	فاهم/ADJ-MP+ين/NSUFF
البنت	ال/DET+بنت/NOUN-FS
عايزه ايه	عايز/ADJ-FS+ة/NSUFF إيه/PART
..	./PUNC ./PUNC
و بتحب ايه	و/CONJ+ب/PROG-PART+تحب/V إيه/PART
!!	!/PUNC !/PUNC
انا	أنا/PRON
بقى	بقى/ADV
اشك	أشك/V
ان	إن/PART
ف حد	في/PREP+ه/PRON حد/NOUN-MS
بيعمل	ب/PROG-PART+يعمل/V
ب اللى	ب/PREP+اللي/PRON
بيقولوا	ب/PROG-PART+يقول/V+ه/PRON
ده	ده/PRON
...	./PUNC ./PUNC ./PUNC
#	#/HASH
كﻻم	كلام/NOUN-MS
من	من/PREP
غير	غير/NOUN-MS
فعل	فعل/NOUN-MS
--------------------	-/PUNC
مش	مش/PART
كل	كل/NOUN-MS
حاجه تعملها	حاج/NOUN-FS+ة/NSUFF تعمل/V+ها/PRON
تقول	تقول/V
انك	إن/PART+ك/PRON
راجل	راجل/NOUN-MS
و براحتك	و/CONJ+براح/NOUN-FS+ة/NSUFF+ك/PRON
..	./PUNC ./PUNC
#	#/HASH
لما	لما/PART
تموت	تموت/V
مش هتقول	مش/PART ه/FUT-PART+تقول/V
اصل	أصل/NOUN-MS
كنت	كن/V+ت/PRON
راجل	راجل/NOUN-MS
وكان	و/CONJ+كان/V
براحتى	ب/PREP+راح/NOUN-FS+ة/NSUFF+ي/PRON
#	#/HASH
مفيش	ما/PART في/PREP+ش/NEG-PART
تفرقه	تفرق/NOUN-FS+ة/NSUFF
هناك	هناك/ADV
يا	يا/PART
صاحبي	صاحب/NOUN-MS+ي/NSUFF
!	!/PUNC
--------------------	-/PUNC
انك	أن/PART+ك/PRON
تبقى	تبقى/V
واطى	واطي/ADJ-MS
دى حاجه سهله	دي/PRON حاج/NOUN-FS+ة/NSUFF سهل/ADJ-FS+ة/NSUFF
اوى	قوي/ADV
..	./PUNC ./PUNC
بس انك تبقى	بس/PART أن/PART+ك/PRON تبقى/V
راجل	راجل/NOUN-MS
دى	دي/PRON
عايزه	عايز/ADJ-FS+ة/NSUFF
مجهود	مجهود/NOUN-MS
شويه	شوي/NOUN-FS+ة/NSUFF
:)	:)/EMOT
--------------------	-/PUNC
ليه	ليه/PART
الناس	ال/DET+ناس/NOUN-MP
بتقول	ب/PROG-PART+تقول/V
لأى	ل/PREP+أي/NOUN-MS
حد	حد/NOUN-MS
فى	في/PREP
الشارع	ال/DET+شارع/NOUN-MS
يابشمهندس	يا/PART بشمهندس/NOUN-MS
،	،/PUNC
ما عدا	ما/PART عدا/PART
المهندس	ال/DET+مهندس/NOUN-MS
فعلاً	فعلا/ADV
بيقولوا	ب/PROG-PART+يقول/V+وا/PRON
يادكتور	يا/PART دكتور/NOUN-MS
!	!/PUNC
--------------------	-/PUNC
جة	جه/V
الزمن	ال/DET+زمن/NOUN-MS
اللي	اللي/PRON
الناس	ال/DET+ناس/NOUN-MP
تعمل	تعمل/V
جمايل	جمايل/NOUN-FP
لبعض	ل/PREP+بعض/NOUN-MS
،،	،/PUNC ،/PUNC
عشان	علشان/PART
تفكر	تفكر/V
بعض	بعض/NOUN-MS
بية	بي/PREP+ه/PRON
.	./PUNC
--------------------	-/PUNC
انا قربت	أنا/PRON قرب/V+ت/PRON
اتجنن	أتجنن/V
!	!/PUNC
انا	أنا/PRON
بحلم	ب/PROG-PART+أحلم/V
حاجات	حاج/NOUN-FP+ات/NSUFF
بتتحقق	ب/PROG-PART+تتحقق/V
:(	:(/EMOT
وبفكر	و/CONJ+ب/PROG-PART+أفكر/V
في	في/PREP
حاجات	حاج/NOUN-FP+ات/NSUFF
ف	ف/PREP
خيالي	خيال/NOUN-MS+ي/PRON
برده	برضه/ADV
بتتحقق	ب/PROG-PART+تتحقق/V
ف	في/PREP
نفس	نفس/NOUN-MS
اليوم	ال/DET+يوم/NOUN-MS
!	!/PUNC
انا	أنا/PRON
خايفه	خائف/ADJ-FS+ة/NSUFF
-_-	-_-/EMOT
--------------------	-/PUNC
أنا	أنا/PRON
مش سامع	مش/PART سامع/ADJ-MS
نص	نص/NOUN-MS
كلام	كلام/NOUN-MS
اللي	اللي/PART
بيكلموني	ب/PROG-PART+يكلم/V+وا/PRON+ني/PRON
،	،/PUNC
بسبب	ب/PREP+سبب/NOUN-MS
دور	دور/NOUN-MS
البرد	ال/DET+برد/NOUN-MS
اللي	اللي/PRON
عندي	عند/NOUN-MS+ي/PRON
،	،/PUNC
بهز	ب/PROG-PART+أهز/V
دماغي	دماغ/NOUN-FS+ي/PRON
زي	زي/NOUN-MS
العبيط	ال/DET+عبيط/NOUN-MS
كأني	كأن/PART+ي/PRON
سامع	سامع/ADJ-MS
--------------------	-/PUNC
الناس	ال/DET+ناس/NOUN-MP
مش قدرة تفهم	مش/PART قادر/ADJ-FS+ة/NSUFF تفهم/V
أن مفيش	أن/PART ما/PART في/PREP+ش/NEG-PART
حاجة اسمها	حاج/NOUN-FS+ة/NSUFF اسم/NOUN-MS+ها/PRON
حب	حب/NOUN-MS
ولا	و/CONJ+لا/PART
في حد	في/PREP+ه/PRON حد/NOUN-MS
بيحب	ب/PROG-PART+يحب/V
بجد	ب/PREP+جد/NOUN-MS
والي	و/CONJ+اللي/PRON
بتحبو	ب/PROG-PART+تحب/V+ها/PRON
بجد	ب/PREP+جد/NOUN-MS
بيسيبك	ب/PROG-PART+يسيب/V+ك/PRON
والي	و/CONJ+اللي/PRON
بيحبك	ب/PROG-PART+يحب/V+ك/PRON
بجد	ب/PREP+جد/NOUN-MS
بتسيبو	ب/PROG-PART+تسيب/V+ه/PRON
فا ريح	ف+/CONJ+ريح/V
بالك	بال/NOUN-MS+ك/PRON
أحسن	أحسن/ADJ-MS
.	./PUNC
--------------------	-/PUNC
فيه	في/PREP+ه/PRON
ناس	ناس/NOUN-MP
كده	كده/ADV
بيبقى	ب/PROG-PART+يبقى/V
طول عُمرهم	طول/NOUN-MS عمر/NOUN-MS+هم/PRON
معروفين	معروف/ADJ-MP+ين/NSUFF
بإسمهم	ب/PREP+اسم/NOUN-MS+هم/PRON
وإسم	و/CONJ+اسم/NOUN-MS
أبوهم	أبو/NOUN-MS+هم/PRON
وفجأة	و/CONJ+فجأة/ADV
كده	كده/ADV
سُبحان	سبحان/NOUN-MS
الله	الله/NOUN-MS
بيطلعلهم	ب/PROG-PART+يطلع/V ل/PREP+هم/PRON
إسم	اسم/NOUN-MS
عيلة	عيل/NOUN-FS+ة/NSUFF
رِوش	روش/ADJ-MS
ويفضلوا	و/CONJ+يفضل/V+وا/PRON
يقرفوا	يقرف/V+وا/PRON
اللي	اللي/PART
خلّفونا	خلف/V+وا/PRON+نا/PRON
بيه	بي/PREP+ه/PRON
--------------------	-/PUNC
هو	هو/PRON
لما ولد يبيع	لما/PART ولد/NOUN-MS يبيع/V
صاحبه	صاحب/NOUN-MS+ه/PRON
عشان	علشان/PART
بنت	بنت/NOUN-FS
بيقولو	ب/PROG-PART+يقول/V+وا/PRON
مش راجل	مش/PART راجل/NOUN-MS
طيب	طيب/ADJ-MS
و البنت	و/CONJ+ال/DET+بنت/NOUN-FS
اللي	اللي/PRON
بتبيع	ب/PROG-PART+تبيع/V
صاحبتها	صاحب/NOUN-FS+ة/NSUFF+ها/PRON
عشان	علشان/PART
ولد	ولد/NOUN-MS
يتقال عليها ايه	يتقال/V على/PREP+ها/PRON إيه/PART
؟	؟/PUNC
!	!/PUNC
--------------------	-/PUNC
عمرك	عمر/NOUN-MS+ك/PRON
لسه	لسة/ADV
مخبى	مخبي/ADJ-MS
حاجات	حاج/NOUN-FP+ات/NSUFF
اكتر	أكتر/ADJ-MS
من كده	من/PREP كده/ADV
مستنياك	مستني/ADJ-MS+ة/NSUFF+اك/PRON
وربك	و/CONJ+رب/NOUN-MS+ك/PRON
اكيد	أكيد/ADJ-MS
شايلك	شايل/ADJ-MS ل/PREP+ك/PRON
خير	خير/NOUN-MS
هيجى	ه/FUT-PART+ييجي/V
فى	في/PREP
وقته	وقت/NOUN-MS+ه/PRON
والدنيا	و/CONJ+ال/DET+دنيا/NOUN-FS
اكيد	أكيد/ADJ-MS
فيها	في/PREP+ها/PRON
لحظات	لحظ/NOUN-FP+ات/NSUFF
حلوه	حلو/ADJ-FS+ة/NSUFF
هتعيشها	ه/FUT-PART+تعيش/V+ها/PRON
،	،/PUNC
بس كله	بس/PART كل/NOUN-MS+ه/PRON
فى	في/PREP
وقته	وقت/NOUN-MS+ه/PRON
..	./PUNC ./PUNC
اصبر	اصبر/V
--------------------	-/PUNC
أصل فى ناس	أصل/NOUN-MS في/PREP+ه/PRON ناس/NOUN-MP
مابتحبش	ما/PART ب/PROG-PART+تحب/V+ش/NEG-PART
التجديد	ال/DET+تجديد/NOUN-MS
..	./PUNC ./PUNC
الى	اللي/PRON
بيتكيف	ب/PROG-PART+يتكيف/V
من	من/PREP
الكرباج	ال/DET+كرباج/NOUN-MS
من زمان	من/PREP زمان/NOUN-MS
..	./PUNC ./PUNC
صعب	صعب/ADJ-MS
اوى	قوي/ADV
يجيى	ييجي/V
على كبر	على/PREP كبر/NOUN-MS
..	./PUNC ./PUNC
يغيروا	يتغير/V+وا/PRON
!!	!/PUNC !/PUNC
#	#/HASH
حقيقة	حقيق/NOUN-FS+ة/NSUFF
#	#/HASH
باسم	باسم/NOUN-MS
_	_/PUNC
يوسف	يوسف/NOUN-MS
#	#/HASH
رجعوا	رجع/V+وا/PRON
_	_/PUNC
جماهير	جماهير/NOUN-MP
--------------------	-/PUNC
مش اى حد	مش/PART أي/NOUN-MS حدNOUN-MS
بيعاملك	ب/PROG-PART+يعامل/V+ك/PRON
حلو	حلو/ADJ-MS
يبقى	يبقى/V
بيحبك	ب/PROG-PART+يحب/V+ك/PRON
"	"/PUNC
المصلحة	ال/DET+مصلح/NOUN-FS+ة/NSUFF
بتعمل	ب/PROG-PART+تعمل/V
كل	كل/NOUN-MS
حاجة	حاج/NOUN-FS+ة/NSUFF
"	"/PUNC
--------------------	-/PUNC
و لما تيجي	و/CONJ+لما/PART تيجي/V
تناقش	تناقش/V
حد	حد/NOUN-MS
من	من/PREP
الجيل	ال/DET+جيل/NOUN-MS
بتاع	بتاع/NOUN-MS
العواجيز	ال/DET+عواجيز/NOUN-MP
هيقولك	ه/FUT-PART+يقول/V ل/PREP+ك/PRON
مش	مش/PART
اللي	اللي/PRON
بيتقبض	ب/PROG-PART+يتقبض/V
عليهم	على/PREP+هم/PRON
دوول	دول/PRON
بيفرج	ب/PROG-PART+يفرج/V
عنهم	عن/PREP+هم/PRON
لو	لو/PART
مظلوم	مظلوم/ADJ-MS
هيطلع	ه/FUT-PART+يطلع/V
يابني	يا/PART بن/NOUN-MS+ي/PRON
متخفش	ما/PART تخاف/V+ش/NEG-PART
(	(/PUNC
1	1/NUM
)	)/PUNC
--------------------	-/PUNC
و لما هو	و/CONJ+لما/PART هو/PRON
مظلوم	مظلوم/ADJ-MS
بيتقبض	ب/PROG-PART+يتقبض/V
عليه	على/PREP+ه/PRON
من	من/PREP
الاول	ال/DET+أول/NOUN-MS
لييه	ليه/PART
يعني ايه	يعني/V إيه/PART
شاب	شاب/NOUN-MS
ابن ناس	ابن/NOUN-MS أناس/NOUN-MP
و مالوش دعوه	و/CONJ+ما/PART ل/PREP+هو/PRON+ش/NEG-PART دعو/NOUN-FS+ة/NSUFF
بحاجه	ب/PREP+حاجة/NOUN-FS+ة/NSUFF
يتقبض	يتقبض/V
عليه	على/PREP+ه/PRON
و يدخل	و/CONJ+يدخل/V
المعتقل	ال/DET+معتقل/NOUN-MS
يعني ايه	يعني/V إيه/PART
معدش	ما/PART عاد/V+ش/NEG-PART
حد	حد/NOUN-MS
بقي	بقى/V
بينطق	ب/PROG-PART+ينطق/V
(	(/PUNC
2	2/NUM
)	)/PUNC
--------------------	-/PUNC
لما	لما/PART
روحنا	رح/V+نا/PRON
الموتمر	ال/DET+موتمر/NOUN-MS
عشان	علشان/PART
صحابنا	صحاب/NOUN-MP+نا/PRON
..	./PUNC ./PUNC
حضرات	حضر/NOUN-MP+ات/NSUFF
النشطاء	ال/DET+نشطاء/NOUN-MP
والمحاميين	و/CONJ+ال/DET+محام/NOUN-MP+ين/NSUFF
مارضيوش	ما/PART رضي/V+وا/PRON+ش/NEG-PART
يتكلمو	يتكلم/V+وا/PRON
عن	عن/PREP
معتقلي	معتقل/NOUN-MP+ي/NSUFF
المعادي	ال/DET+معادي/NOUN-FS
عشان هما	علشان/PART هما/PRON
مجهولين	مجهول/ADJ-MP+ين/NSUFF
ومش	و/CONJ+مش/PART
مشهورين	مشهور/ADJ-MP+ين/NSUFF
ومالهومش	و/CONJ+ما/PART ل/PREP+هوم/PRON+ش/NEG-PART
ضهر	ضهر/NOUN-MS
#	#/HASH
يتبع	يتبع/V
--------------------	-/PUNC
الكلام	ال/DET+كلام/NOUN-MS
لو	لو/PART
كان	كان/V
يعبر	يعبر/V
عن	عن/PREP
الحنان	ال/DET+حنان/NOUN-MS
كنت	كن/V+ت/PRON
قولت	قل/V+ت/PRON
انى	إن/PART+ي/PRON
مش	مش/PART
طايقة	طايق/ADJ-FS+ة/NSUFF
وش	وش/NOUN-MS
امك	أم/NOUN-FS+ك/PRON
من	من/PREP
زمان	زمان/NOUN-MS
--------------------	-/PUNC
الوقت	ال/DET+وقت/NOUN-MS
هيعودك	ه/FUT-PART+يعود/V+ك/PRON
على	على/PREP
حاجات كتير	حاج/NOUN-FP+ات/NSUFF كثير/ADJ-MS
متخيلتش	ما/PART تخيل/V+ت/PRON+ش/NEG-PART
ابدا	أبدا/ADV
انك	إن/PART+ك/PRON
تتعود	تتعود/V
عليها	على/PREP+ها/PRON
....	./PUNC ./PUNC ./PUNC ./PUNC
بس	بس/PART
مش هيقدر	مش/PART ه/FUT-PART+يقدر/V
ينسيهالك	ينسي/V+ها/PRON ل/PREP+ك/PRON
--------------------	-/PUNC
كل	كل/NOUN-MS
أنسان	إنسان/NOUN-MS
جواه	جو/NOUN-FS+ة/NSUFF+اه/PRON
حكاية	حكاي/NOUN-FS+ة/NSUFF
أو	أو/CONJ
سبب	سبب/NOUN-MS
بيتحكموا	ب/PROG-PART+يتحكم/V+وا/PRON
في	في/PREP
أسلوب	أسلوب/NOUN-MS
حياته	حيا/NOUN-FS+ة/NSUFF+ه/PRON
وطريقته	و/CONJ+طريق/NOUN-MS+ة/NSUFF+ه/PRON
،	،/PUNC
فا ماتحكمش	ف+/CONJ+ما/PART تحكم/V+ش/NEG-PART
علي	على/PREP
حد	حد/NOUN-MS
من	من/PREP
الظاهر	ال/DET+ظاهر/NOUN-MS
..	./PUNC ./PUNC
حلل	حلل/V
وأفهم	و/CONJ+افهم/V
الأسباب	ال/DET+أسباب/NOUN-FP
ساعتها	ساع/NOUN-FS+ة/NSUFF+ها/PRON
ممكن	ممكن/ADJ-MS
تلاقي	تلاقي/V
له	ل/PREP+ه/PRON
مليون	مليون/NUM
عذر	عذر/NOUN-MS
.	./PUNC
--------------------	-/PUNC
ساعات كتير	ساع/NOUN-FP+ات/NSUFF كتير/ADJ-MS
مبتبقاش عارف	ما/PART ب/PROG-PART+تبقى/V+ش/NEG-PART عارف/ADJ-MS
أنت	أنت/PRON
بتحس	ب/PROG-PART+تحس/V
إيه	إيه/PART
ناحيتهم	ناحي/NOUN-FS+ة/NSUFF+هم/PRON
ولا هما	و/CONJ+لا/PART هما/PRON
بالنسبالك	ب/PREP+ال/DET+نسب/NOUN-FS+ة/NSUFF ل/PREP+ك/PRON
إيه	إيه/PART
؟؟؟	؟/PUNC ؟/PUNC ؟/PUNC
بس	بس/PART
بتحب	ب/PROG-PART+تحب/V
تتكلم	تتكلم/V
معاهم	معا/PART+هم/PRON
كل	كل/NOUN-MS
يوم	يوم/NOUN-MS
--------------------	-/PUNC
هو	هو/PRON
عشان مش بسال	علشان/PART مش/PART ب/PROG-PART+أسأل/V
يبقى	يبقى/V
مش	مش/PART
مهتمة	مهتم/ADJ-MP+ة/NSUFF
مش ممكن	مش/PART ممكن/ADJ-MS
يعنى	يعني/V
اكون	أكون/V
مش عارفة	مش/PART عارف/ADJ-FS+ة/NSUFF
اتاقلم	أتاقلم/V
عل جو ده	على/PREP ال/DET+جو/NOUN-MS ده/PRON
او	أو/CONJ
