Fold,SubFold,SentID,Order,Word,,Segmentation,,,,,,,,,,,,,,,
1,B,25,9,حبيبتنا,,حبيب+تنا,,,,4,A,347,5,3,A,,,,,,
1,B,25,10,ساهو,,ساهو,,,,4,A,348,6,3,B,,,,,,
1,B,25,11,وسكارة,,و+سكار+ة,,,,4,A,349,2,1,B,,,,,,
1,B,25,12,في,,في,,,,4,A,350,8,4,B,,,,,,
1,B,25,13,الغيارين,,ال+غيار+ين,,,,4,A,,,,,,,,,,
1,B,25,0,EOS,,EOS,,,,4,A,,,,,,,,,,
3,A,26,1,السيد,,ال+سيد,,,,4,A,,,,,,,,,,
3,A,26,2,سكران,,سكران,,,,4,A,,,,,,,,,,
3,A,26,3,و,,و,,,,4,A,,,,,,,,,,
3,A,26,4,تودر,,تودر,,,,4,A,,,,,,,,,,
3,A,26,5,ليه,,لي+ه,,,,4,A,,,,,,,,,,
3,A,26,6,السيدي,,ال+سيدي,,,,4,A,,,,,,,,,,
3,A,26,7,ديال,,ديال,,,,4,A,,,,,,,,,,
3,A,26,8,اعتابو,,اعتابو,,,,4,A,,,,,,,,,,
3,A,26,0,EOS,,EOS,,,,4,A,,,,,,,,,,
2,B,27,1,العالم,,ال+عالم,,,,4,A,,,,,,,,,,
2,B,27,2,عبارة,,عبار+ة,,,,4,A,,,,,,,,,,
2,B,27,3,عن,,عن,,,,4,A,,,,,,,,,,
2,B,27,4,5,,5,,,,4,A,,,,,,,,,,
2,B,27,5,دراهم,,دراهم,,,,4,A,,,,,,,,,,
2,B,27,6,ديال,,ديال,,,,5,A,,,,,,,,,,
2,B,27,7,اللوز,,ال+لوز,,,,5,A,,,,,,,,,,
2,B,27,8,و,,و,,,,5,A,,,,,,,,,,
2,B,27,9,المغرب,,ال+مغرب,,,,5,A,,,,,,,,,,
2,B,27,10,هو,,هو,,,,5,A,,,,,,,,,,
2,B,27,11,ديك,,ديك,,,,5,A,,,,,,,,,,
2,B,27,12,اللوزة,,ال+لوز+ة,,,,5,A,,,,,,,,,,
2,B,27,13,الحارة,,ال+حار+ة,,,,5,A,,,,,,,,,,
2,B,27,0,EOS,,EOS,,,,5,A,,,,,,,,,,
3,B,28,1,الفانز,,ال+فانز,,,,5,A,,,,,,,,,,
3,B,28,2,الي,,الي,,,,5,A,,,,,,,,,,
3,B,28,3,خايفين,,خايف+ين,,,,5,A,,,,,,,,,,
3,B,28,4,على,,على,,,,5,A,,,,,,,,,,
3,B,28,5,ولادهم,,ولاد+هم,,,,5,A,,,,,,,,,,
3,B,28,6,نحب,,نحب,,,,5,A,,,,,,,,,,
3,B,28,7,نقوليكم,,نقول+يكم,,,,5,A,,,,,,,,,,
3,B,28,8,راه,,را+ه,,,,5,A,,,,,,,,,,
3,B,28,9,الشياطين,,ال+شياطين,,,,5,A,,,,,,,,,,
3,B,28,10,باقين,,باق+ين,,,,5,A,,,,,,,,,,
3,B,28,11,الداخل,,ال+داخل,,,,5,A,,,,,,,,,,
3,B,28,12,اما,,اما,,,,5,A,,,,,,,,,,
3,B,28,13,الي,,الي,,,,5,A,,,,,,,,,,
3,B,28,14,خايفين,,خايف+ين,,,,5,A,,,,,,,,,,
3,B,28,15,منهم,,من+هم,,,,5,A,,,,,,,,,,
3,B,28,16,غير,,غير,,,,5,A,,,,,,,,,,
3,B,28,17,ملائكة,,ملائك+ة,,,,5,A,,,,,,,,,,
3,B,28,0,EOS,,EOS,,,,5,A,,,,,,,,,,
2,A,29,1,القراية,,ال+قراي+ة,,,,5,A,,,,,,,,,,
2,A,29,2,فالقسم,,ف+ال+قسم,,,,5,A,,,,,,,,,,
2,A,29,3,كاتمشي,,كا+تمش+ي,,,,5,A,,,,,,,,,,
2,A,29,4,تجيب,,تجيب,,,,5,A,,,,,,,,,,
2,A,29,5,العصا,,ال+عصا,,,,5,A,,,,,,,,,,
2,A,29,6,لالستاذ,,ل+ال+ستاذ,,,,5,A,,,,,,,,,,
2,A,29,0,EOS,,EOS,,,,5,A,,,,,,,,,,
5,A,30,1,الكسول,,ال+كسول,,,,5,A,,,,,,,,,,
5,A,30,2,ديال,,ديال,,,,5,A,,,,,,,,,,
5,A,30,3,القسم,,ال+قسم,,,,5,A,,,,,,,,,,
5,A,30,4,ديما,,ديما,,,,5,A,,,,,,,,,,
5,A,30,5,كيبلغ,,ك+يبلغ,,,,5,A,,,,,,,,,,
5,A,30,6,هو,,هو,,,,5,A,,,,,,,,,,
5,A,30,7,الاول,,ال+أول,,,,5,A,,,,,,,,,,
5,A,30,0,EOS,,EOS,,,,5,A,,,,,,,,,,
5,B,31,1,الكوتسيزو,,ال+كوتسيزو,,,,5,A,,,,,,,,,,
5,B,31,2,ديال,,ديال,,,,5,A,,,,,,,,,,
5,B,31,3,حجي,,حجي,,,,5,A,,,,,,,,,,
5,B,31,4,ضد,,ضد,,,,5,A,,,,,,,,,,
5,B,31,5,مصر,,مصر,,,,5,A,,,,,,,,,,
5,B,31,6,صافي,,صافي,,,,5,A,,,,,,,,,,
5,B,31,7,سدينا,,سدي+نا,,,,5,A,,,,,,,,,,
5,B,31,0,EOS,,EOS,,,,5,A,,,,,,,,,,
2,B,32,1,اللصاق,,ال+لصاق,,,,5,A,,,,,,,,,,
2,B,32,2,ديال,,ديال,,,,5,A,,,,,,,,,,
2,B,32,3,درهم,,درهم,,,,5,A,,,,,,,,,,
2,B,32,4,للي,,ل+لي,,,,5,A,,,,,,,,,,
2,B,32,5,فالقرعة,,ف+ال+قرع+ة,,,,5,A,,,,,,,,,,
2,B,32,6,و,,و,,,,5,A,,,,,,,,,,
2,B,32,7,ما,,ما,,,,5,A,,,,,,,,,,
2,B,32,8,كايلصق,,كا+يلصق,,,,5,A,,,,,,,,,,
2,B,32,9,تا,,تا,,,,5,A,,,,,,,,,,
2,B,32,10,وزة,,وز+ة,,,,1,A,,,,,,,,,,
2,B,32,0,EOS,,EOS,,,,1,A,,,,,,,,,,
1,B,33,1,الله,,الله,,,,1,A,,,,,,,,,,
1,B,33,2,يخزيني,,يخزي+ني,,,,1,A,,,,,,,,,,
1,B,33,3,كيف,,كيف,,,,1,A,,,,,,,,,,
1,B,33,4,كاينة,,كاين+ة,,,,1,A,,,,,,,,,,
1,B,33,5,اكتب,,أكتب,,,,1,A,,,,,,,,,,
1,B,33,6,تويتات,,تويت+ات,,,,1,A,,,,,,,,,,
1,B,33,0,EOS,,EOS,,,,1,A,,,,,,,,,,
2,B,34,1,الله,,الله,,,,1,A,,,,,,,,,,
2,B,34,2,ينعل,,ينعل,,,,1,A,,,,,,,,,,
2,B,34,3,لي,,لي,,,,1,A,,,,,,,,,,
2,B,34,4,مايحشم,,ما+يحشم,,,,1,A,,,,,,,,,,
2,B,34,5,بغاوها,,بغاو+ها,,,,1,A,,,,,,,,,,
2,B,34,6,تنزل,,تنزل,,,,1,A,,,,,,,,,,
2,B,34,7,دموع,,دموع,,,,1,A,,,,,,,,,,
2,B,34,8,غير,,غير,,,,1,A,,,,,,,,,,
2,B,34,9,باش,,باش,,,,1,A,,,,,,,,,,
2,B,34,10,تجي,,تجي,,,,1,A,,,,,,,,,,
2,B,34,11,على,,على,,,,1,A,,,,,,,,,,
2,B,34,12,خاطرهم,,خاطر+هم,,,,1,A,,,,,,,,,,
2,B,34,13,حنان,,حنان,,,,1,A,,,,,,,,,,
2,B,34,14,بلا,,ب+لا,,,,1,A,,,,,,,,,,
2,B,34,15,ما,,ما,,,,1,A,,,,,,,,,,
2,B,34,16,تمتل,,تمتل,,,,1,A,,,,,,,,,,
2,B,34,17,المنافقين,,ال+منافق+ين,,,,1,A,,,,,,,,,,
2,B,34,18,باين,,باين,,,,1,A,,,,,,,,,,
2,B,34,19,فيها,,في+ها,,,,1,A,,,,,,,,,,
2,B,34,20,مصدومة,,مصدوم+ة,,,,1,A,,,,,,,,,,
2,B,34,0,EOS,,EOS,,,,1,A,,,,,,,,,,
4,B,35,1,اللي,,اللي,,,,1,A,,,,,,,,,,
4,B,35,2,الآن,,ال+آن,,,,1,A,,,,,,,,,,
4,B,35,3,مع,,مع,,,,3,A,,,,,,,,,,
4,B,35,4,كنزة,,كنزة,,,,3,A,,,,,,,,,,
4,B,35,5,هذا,,هذا,,,,3,A,,,,,,,,,,
4,B,35,6,هو,,هو,,,,3,A,,,,,,,,,,
4,B,35,7,الجمهور,,ال+جمهور,,,,3,A,,,,,,,,,,
4,B,35,8,الحقيقي,,ال+حقيقي,,,,3,A,,,,,,,,,,
4,B,35,9,الي,,الي,,,,3,A,,,,,,,,,,
4,B,35,10,تمناتو,,تمن+ات+و,,,,3,A,,,,,,,,,,
4,B,35,11,لكن,,لكن,,,,3,A,,,,,,,,,,
4,B,35,12,باش,,باش,,,,3,A,,,,,,,,,,
4,B,35,13,تبدأ,,تبدأ,,,,3,A,,,,,,,,,,
4,B,35,14,ستاراك,,ستاراك,,,,3,A,,,,,,,,,,
4,B,35,15,جديدة,,جديد+ة,,,,3,A,,,,,,,,,,
4,B,35,16,و,,و,,,,3,A,,,,,,,,,,
4,B,35,17,ما,,ما,,,,3,A,,,,,,,,,,
4,B,35,18,تنسوها,,تنس+و+ها,,,,3,A,,,,,,,,,,
4,B,35,19,في,,في,,,,3,A,,,,,,,,,,
4,B,35,20,كل,,كل,,,,3,A,,,,,,,,,,
4,B,35,21,جروبات,,جروب+ات,,,,3,A,,,,,,,,,,
4,B,35,22,اسم,,اسم,,,,3,A,,,,,,,,,,
4,B,35,23,كنزة,,كنزة,,,,3,A,,,,,,,,,,
4,B,35,24,و,,و,,,,3,A,,,,,,,,,,
4,B,35,25,مينا,,مينا,,,,2,A,,,,,,,,,,
4,B,35,0,EOS,,EOS,,,,2,A,,,,,,,,,,
5,A,36,1,اللي,,اللي,,,,2,A,,,,,,,,,,
5,A,36,2,مضحكني,,مضحك+ني,,,,2,A,,,,,,,,,,
5,A,36,3,هاد,,هاد,,,,2,A,,,,,,,,,,
5,A,36,4,الموسم,,ال+موسم,,,,2,A,,,,,,,,,,
5,A,36,5,الجزائريين,,ال+جزائري+ين,,,,2,A,,,,,,,,,,
5,A,36,6,لن,,لن,,,,2,A,,,,,,,,,,
5,A,36,7,تبسبس,,تبسبس,,,,2,A,,,,,,,,,,
5,A,36,8,المغاربة,,ال+مغارب+ة,,,,2,A,,,,,,,,,,
5,A,36,9,لن,,لن,,,,2,A,,,,,,,,,,
5,A,36,10,نترفرف,,نترفرف,,,,2,A,,,,,,,,,,
5,A,36,11,الخليجيين,,ال+خليجي+ين,,,,2,A,,,,,,,,,,
5,A,36,12,لن,,لن,,,,2,A,,,,,,,,,,
5,A,36,13,نتجعجع,,نتجعجع,,,,2,A,,,,,,,,,,
5,A,36,14,الي,,الي,,,,2,A,,,,,,,,,,
5,A,36,15,متهنيين,,متهني+ين,,,,2,A,,,,,,,,,,
5,A,36,16,فانز,,فانز,,,,2,A,,,,,,,,,,
5,A,36,17,نسيم,,نسيم,,,,2,A,,,,,,,,,,
5,A,36,18,وبس,,و+بس,,,,4,A,,,,,,,,,,
5,A,36,0,EOS,,EOS,,,,4,A,,,,,,,,,,
5,B,37,1,اللي,,اللي,,,,4,A,,,,,,,,,,
5,B,37,2,يحبها,,يحب+ها,,,,4,A,,,,,,,,,,
5,B,37,3,ما,,ما,,,,4,A,,,,,,,,,,
5,B,37,4,يديرلهاش,,يدير+ل+ها+ش,,,,4,A,,,,,,,,,,
5,B,37,5,المشاكل,,ال+مشاكل,,,,4,A,,,,,,,,,,
5,B,37,6,لا,,لا,,,,4,A,,,,,,,,,,
5,B,37,7,مع,,مع,,,,4,A,,,,,,,,,,
5,B,37,8,طالب,,طالب,,,,4,A,,,,,,,,,,
5,B,37,9,لا,,لا,,,,4,A,,,,,,,,,,
5,B,37,10,مع,,مع,,,,4,A,,,,,,,,,,
5,B,37,11,معجب,,معجب,,,,4,A,,,,,,,,,,
5,B,37,12,و,,و,,,,4,A,,,,,,,,,,
5,B,37,13,هي,,هي,,,,4,A,,,,,,,,,,
5,B,37,14,كي,,كي,,,,4,A,,,,,,,,,,
5,B,37,15,تروح,,تروح,,,,4,A,,,,,,,,,,
5,B,37,16,و,,و,,,,4,A,,,,,,,,,,
5,B,37,17,تشوف,,تشوف,,,,4,A,,,,,,,,,,
5,B,37,18,كلش,,كلش,,,,4,A,,,,,,,,,,
5,B,37,19,تعرف,,تعرف,,,,4,A,,,,,,,,,,
5,B,37,20,كيفاه,,كيفاه,,,,4,A,,,,,,,,,,
5,B,37,21,تتصرف,,تتصرف,,,,4,A,,,,,,,,,,
5,B,37,0,EOS,,EOS,,,,4,A,,,,,,,,,,
2,B,38,1,المسرحية,,ال+مسرحي+ة,,,,4,A,,,,,,,,,,
2,B,38,2,تقنتوها,,تقنت+و+ها,,,,4,A,,,,,,,,,,
2,B,38,3,برافو,,برافو,,,,4,A,,,,,,,,,,
2,B,38,4,عليكم,,علي+كم,,,,4,A,,,,,,,,,,
2,B,38,5,و,,و,,,,4,A,,,,,,,,,,
2,B,38,6,سيرو,,سير+و,,,,4,A,,,,,,,,,,
2,B,38,7,شوفو,,شوف+و,,,,4,A,,,,,,,,,,
2,B,38,8,دابا,,دابا,,,,4,A,,,,,,,,,,
2,B,38,9,كيفاش,,كيفاش,,,,4,A,,,,,,,,,,
2,B,38,10,توقفو,,توقف+و,,,,4,A,,,,,,,,,,
2,B,38,11,الشغب,,ال+شغب,,,,4,A,,,,,,,,,,
2,B,38,12,اللي,,اللي,,,,4,A,,,,,,,,,,
2,B,38,13,كاين,,كاين,,,,4,A,,,,,,,,,,
2,B,38,14,دابا,,دابا,,,,1,A,,,,,,,,,,
2,B,38,15,حدا,,حدا,,,,1,A,,,,,,,,,,
2,B,38,16,التيران,,ال+تيران,,,,1,A,,,,,,,,,,
2,B,38,0,EOS,,EOS,,,,1,A,,,,,,,,,,
1,A,39,1,المسكة,,ال+مسك+ة,,,,1,A,,,,,,,,,,
1,A,39,2,اللي,,اللي,,,,1,A,,,,,,,,,,
1,A,39,3,تاتلقا,,تا+تلقا,,,,1,A,,,,,,,,,,
1,A,39,4,فيها,,في+ها,,,,1,A,,,,,,,,,,
1,A,39,5,تاع,,تاع,,,,1,A,,,,,,,,,,
1,A,39,6,الدراغون,,ال+دراغون,,,,1,A,,,,,,,,,,
1,A,39,7,بول,,بول,,,,1,A,,,,,,,,,,
1,A,39,0,EOS,,EOS,,,,1,A,,,,,,,,,,
1,A,40,1,المغاربة,,ال+مغارب+ة,,,,3,A,,,,,,,,,,
1,A,40,2,من,,من,,,,3,A,,,,,,,,,,
1,A,40,3,فضلكم,,فضل+كم,,,,3,A,,,,,,,,,,
1,A,40,4,لوكان,,لو+كان,,,,3,A,,,,,,,,,,
1,A,40,5,ايهاب,,ايهاب,,,,3,A,,,,,,,,,,
1,A,40,6,دار,,دار,,,,3,A,,,,,,,,,,
1,A,40,7,الحنان,,ال+حنان,,,,3,A,,,,,,,,,,
1,A,40,8,نفس,,نفس,,,,3,A,,,,,,,,,,
1,A,40,9,الجيست,,ال+جيست,,,,3,A,,,,,,,,,,
1,A,40,10,واش,,واش,,,,3,A,,,,,,,,,,
1,A,40,11,يكون,,يكون,,,,3,A,,,,,,,,,,
1,A,40,12,رد,,رد,,,,3,A,,,,,,,,,,
1,A,40,13,فعلكم,,فعل+كم,,,,3,A,,,,,,,,,,
1,A,40,14,مانهدرش,,ما+نهدر+ش,,,,3,A,,,,,,,,,,
1,A,40,15,على,,على,,,,3,A,,,,,,,,,,
1,A,40,16,لوخرين,,ل+وخر+ين,,,,3,A,,,,,,,,,,
1,A,40,17,بصح,,ب+صح,,,,3,A,,,,,,,,,,
1,A,40,18,انتوما,,انتوما,,,,3,A,,,,,,,,,,
1,A,40,19,عندكم,,عند+كم,,,,3,A,,,,,,,,,,
1,A,40,20,النيف,,ال+نيف,,,,3,A,,,,,,,,,,
1,A,40,21,كيفنا,,كيف+نا,,,,3,A,,,,,,,,,,
1,A,40,0,EOS,,EOS,,,,3,A,,,,,,,,,,
5,A,41,1,المهم,,ال+مهم,,,,3,A,,,,,,,,,,
5,A,41,2,اني,,ان+ي,,,,3,A,,,,,,,,,,
5,A,41,3,الحين,,ال+حين,,,,3,A,,,,,,,,,,
5,A,41,4,بخير,,ب+خير,,,,3,A,,,,,,,,,,
5,A,41,5,و,,و,,,,3,A,,,,,,,,,,
5,A,41,6,عيني,,عين+ي,,,,3,A,,,,,,,,,,
5,A,41,7,يعني,,يعني,,,,3,A,,,,,,,,,,
5,A,41,8,هاه,,هاه,,,,3,A,,,,,,,,,,
5,A,41,9,شوي,,شوي,,,,5,A,,,,,,,,,,
5,A,41,10,بس,,بس,,,,5,A,,,,,,,,,,
5,A,41,11,مااشوف,,ما+اشوف,,,,5,A,,,,,,,,,,
5,A,41,12,فيها,,في+ها,,,,5,A,,,,,,,,,,
5,A,41,13,زين,,زين,,,,5,A,,,,,,,,,,
5,A,41,14,هيهيهي,,هيهيهي,,,,5,A,,,,,,,,,,
5,A,41,0,EOS,,EOS,,,,5,A,,,,,,,,,,
4,B,42,1,الناس,,ال+ناس,,,,5,A,,,,,,,,,,
4,B,42,2,لي,,لي,,,,5,A,,,,,,,,,,
4,B,42,3,جايين,,جاي+ين,,,,5,A,,,,,,,,,,
4,B,42,4,للمطار,,ل+ال+مطار,,,,5,A,,,,,,,,,,
4,B,42,5,عافاكم,,عافا+كم,,,,5,A,,,,,,,,,,
4,B,42,6,متنساوش,,م+تنسا+و+ش,,,,5,A,,,,,,,,,,
4,B,42,7,راية,,راي+ة,,,,5,A,,,,,,,,,,
4,B,42,8,الجزاير,,ال+جزاير,,,,5,A,,,,,,,,,,
4,B,42,9,كيما,,كيما,,,,5,A,,,,,,,,,,
4,B,42,10,هما,,هما,,,,5,A,,,,,,,,,,
4,B,42,11,خداو,,خد+او,,,,5,A,,,,,,,,,,
4,B,42,12,علمنا,,علم+نا,,,,5,A,,,,,,,,,,
4,B,42,13,للمطار,,ل+ال+مطار,,,,5,A,,,,,,,,,,
4,B,42,14,حتا,,حت+ا,,,,5,A,,,,,,,,,,
4,B,42,15,حنا,,حنا,,,,5,A,,,,,,,,,,
4,B,42,16,لازم,,لازم,,,,5,A,,,,,,,,,,
4,B,42,17,يكون,,يكون,,,,5,A,,,,,,,,,,
4,B,42,18,حاضر,,حاضر,,,,5,A,,,,,,,,,,
4,B,42,0,EOS,,EOS,,,,5,A,,,,,,,,,,
4,A,43,1,الهدرة,,ال+هدر+ة,,,,5,A,,,,,,,,,,
4,A,43,2,زوينة,,زوين+ة,,,,2,A,,,,,,,,,,
4,A,43,3,بزاف,,بزاف,,,,2,A,,,,,,,,,,
4,A,43,4,نهار,,نهار,,,,2,A,,,,,,,,,,
4,A,43,5,كبير,,كبير,,,,2,A,,,,,,,,,,
4,A,43,6,هذا,,هذا,,,,2,A,,,,,,,,,,
4,A,43,0,EOS,,EOS,,,,2,A,,,,,,,,,,
4,B,44,1,الواليدة,,ال+واليد+ة,,,,2,A,,,,,,,,,,
4,B,44,2,عطيني,,عطيني,,,,3,A,,,,,,,,,,
4,B,44,3,دراهم,,دراهم,,,,3,A,,,,,,,,,,
4,B,44,4,باش,,باش,,,,3,A,,,,,,,,,,
4,B,44,5,ناخذ,,ناخذ,,,,3,A,,,,,,,,,,
4,B,44,6,التصويرة,,ال+تصوير+ة,,,,3,A,,,,,,,,,,
4,B,44,7,ديال,,ديال,,,,3,A,,,,,,,,,,
4,B,44,8,المدرسة,,ال+مدرس+ة,,,,3,A,,,,,,,,,,
4,B,44,0,EOS,,EOS,,,,3,A,,,,,,,,,,
5,A,45,1,الوقت,,ال+وقت,,,,3,A,,,,,,,,,,
5,A,45,2,هاد,,هاد,,,,3,A,,,,,,,,,,
5,A,45,3,لا,,لا,,,,3,A,,,,,,,,,,
5,A,45,4,بتقدر,,ب+تقدر,,,,3,A,,,,,,,,,,
5,A,45,5,تدرس,,تدرس,,,,3,A,,,,,,,,,,
5,A,45,6,فيه,,في+ه,,,,3,A,,,,,,,,,,
5,A,45,7,ولا,,ولا,,,,3,A,,,,,,,,,,
5,A,45,8,تنام,,تنام,,,,3,A,,,,,,,,,,
5,A,45,9,ولا,,ولا,,,,3,A,,,,,,,,,,
5,A,45,10,تعمل,,تعمل,,,,1,A,,,,,,,,,,
5,A,45,11,اشي,,اشي,,,,1,A,,,,,,,,,,
5,A,45,0,EOS,,EOS,,,,1,A,,,,,,,,,,
5,A,46,1,الى,,الى,,,,1,A,,,,,,,,,,
5,A,46,2,كل,,كل,,,,1,A,,,,,,,,,,
5,A,46,3,فانز,,فانز,,,,1,A,,,,,,,,,,
5,A,46,4,حنان,,حنان,,,,1,A,,,,,,,,,,
5,A,46,5,الحقيقي,,ال+حقيقي,,,,1,A,,,,,,,,,,
5,A,46,6,ويلي,,ويلي,,,,1,A,,,,,,,,,,
5,A,46,7,باغي,,باغي,,,,1,A,,,,,,,,,,
5,A,46,8,يدعمها,,يدعم+ها,,,,1,A,,,,,,,,,,
5,A,46,9,حتى,,حتى,,,,1,A,,,,,,,,,,
5,A,46,10,لخر,,ل+خر,,,,1,A,,,,,,,,,,
5,A,46,11,كاين,,كاين,,,,1,A,,,,,,,,,,
5,A,46,12,جروب,,جروب,,,,1,A,,,,,,,,,,
5,A,46,13,ليها,,لي+ها,,,,1,A,,,,,,,,,,
5,A,46,14,لي,,لي,,,,1,A,,,,,,,,,,
5,A,46,15,بغا,,بغا,,,,1,A,,,,,,,,,,
5,A,46,16,ينضم,,ينضم,,,,1,A,,,,,,,,,,
5,A,46,17,مرحبا,,مرحبا,,,,1,A,,,,,,,,,,
5,A,46,0,EOS,,EOS,,,,1,A,,,,,,,,,,
3,B,47,1,الي,,الي,,,,1,A,,,,,,,,,,
3,B,47,2,توحش,,توحش,,,,2,A,,,,,,,,,,
3,B,47,3,يسمع,,يسمع,,,,2,A,,,,,,,,,,
3,B,47,4,اهاب,,اهاب,,,,2,A,,,,,,,,,,
3,B,47,5,ليوم,,ل+يوم,,,,2,A,,,,,,,,,,
3,B,47,6,غادي,,غادي,,,,2,A,,,,,,,,,,
3,B,47,7,يكون,,يكون,,,,2,A,,,,,,,,,,
3,B,47,8,على,,على,,,,2,A,,,,,,,,,,
3,B,47,9,راديو,,راديو,,,,2,A,,,,,,,,,,
3,B,47,10,شدى,,شدى,,,,2,A,,,,,,,,,,
3,B,47,11,الساعة,,ال+ساع+ة,,,,2,A,,,,,,,,,,
3,B,47,12,بتوقيت,,ب+توقيت,,,,2,A,,,,,,,,,,
3,B,47,13,المغرب,,ال+مغرب,,,,2,A,,,,,,,,,,
3,B,47,14,اهاب,,اهاب,,,,2,A,,,,,,,,,,
3,B,47,15,امير,,امير,,,,2,A,,,,,,,,,,
3,B,47,16,على,,على,,,,2,A,,,,,,,,,,
3,B,47,17,شذى,,شذى,,,,2,A,,,,,,,,,,
3,B,47,18,اف,,اف,,,,2,A,,,,,,,,,,
3,B,47,19,ام,,ام,,,,2,A,,,,,,,,,,
3,B,47,0,EOS,,EOS,,,,2,A,,,,,,,,,,
1,B,48,1,الي,,الي,,,,1,A,,,,,,,,,,
1,B,48,2,فانز,,فانز,,,,1,A,,,,,,,,,,
1,B,48,3,حنان,,حنان,,,,1,A,,,,,,,,,,
1,B,48,4,حر,,حر,,,,1,A,,,,,,,,,,
1,B,48,5,ما,,ما,,,,1,A,,,,,,,,,,
1,B,48,6,غادي,,غادي,,,,1,A,,,,,,,,,,
1,B,48,7,اصوت,,اصوت,,,,1,A,,,,,,,,,,
1,B,48,8,لحتي,,ل+حتي,,,,1,A,,,,,,,,,,
1,B,48,9,حد,,حد,,,,1,A,,,,,,,,,,
1,B,48,10,غادي,,غادي,,,,1,A,,,,,,,,,,
1,B,48,11,نجمعو,,نجمع+و,,,,1,A,,,,,,,,,,
1,B,48,12,فلوسنا,,فلوس+نا,,,,1,A,,,,,,,,,,
1,B,48,13,لبنتنا,,ل+بنت+نا,,,,1,A,,,,,,,,,,
1,B,48,14,ولا,,ولا,,,,1,A,,,,,,,,,,
1,B,48,15,ولد,,ولد,,,,1,A,,,,,,,,,,
1,B,48,16,المغرب,,ال+مغرب,,,,1,A,,,,,,,,,,
1,B,48,17,العربي,,ال+عربي,,,,1,A,,,,,,,,,,
1,B,48,18,نسيم,,نسيم,,,,4,A,,,,,,,,,,
1,B,48,0,EOS,,EOS,,,,4,A,,,,,,,,,,
4,A,49,1,الي,,الي,,,,4,A,,,,,,,,,,
4,A,49,2,يحب,,يحب,,,,4,A,,,,,,,,,,
4,A,49,3,سهيلة,,سهيلة,,,,4,A,,,,,,,,,,
4,A,49,4,ماش,,ماش,,,,4,A,,,,,,,,,,
4,A,49,5,لازم,,لازم,,,,4,A,,,,,,,,,,
4,A,49,6,يكره,,يكره,,,,4,A,,,,,,,,,,
4,A,49,7,انيس,,انيس,,,,4,A,,,,,,,,,,
4,A,49,8,هو,,هو,,,,4,A,,,,,,,,,,
4,A,49,9,كبير,,كبير,,,,4,A,,,,,,,,,,
4,A,49,10,و,,و,,,,4,A,,,,,,,,,,
4,A,49,11,حر,,حر,,,,4,A,,,,,,,,,,
4,A,49,12,فتصرفاته,,ف+تصرف+ات+ه,,,,4,A,,,,,,,,,,
4,A,49,13,خلاص,,خلاص,,,,4,A,,,,,,,,,,
4,A,49,14,اخطوه,,اخط+و+ه,,,,4,A,,,,,,,,,,
4,A,49,15,انا,,أنا,,,,4,A,,,,,,,,,,
4,A,49,16,مانشجعوش,,ما+نشجعو+ش,,,,4,A,,,,,,,,,,
4,A,49,17,من,,من,,,,4,A,,,,,,,,,,
4,A,49,18,واش,,واش,,,,4,A,,,,,,,,,,
4,A,49,19,دار,,دار,,,,4,A,,,,,,,,,,
4,A,49,20,لسهيله,,ل+سهيله,,,,4,A,,,,,,,,,,
4,A,49,21,بصح,,ب+صح,,,,4,A,,,,,,,,,,
4,A,49,22,مانمرضش,,ما+نمرض+ش,,,,4,A,,,,,,,,,,
4,A,49,23,بيه,,بيه,,,,4,A,,,,,,,,,,
4,A,49,24,خلاص,,خلاص,,,,4,A,,,,,,,,,,
4,A,49,25,خلوه,,خلو+ه,,,,4,A,,,,,,,,,,
4,A,49,0,EOS,,EOS,,,,4,A,,,,,,,,,,
3,B,50,1,اليوم,,ال+يوم,,,,4,A,,,,,,,,,,
3,B,50,2,رحت,,رح+ت,,,,4,A,,,,,,,,,,
3,B,50,3,للعمل,,ل+ال+عمل,,,,4,A,,,,,,,,,,
3,B,50,4,متاخرة,,متأخر+ة,,,,4,A,,,,,,,,,,
3,B,50,5,البارح,,ال+بارح,,,,4,A,,,,,,,,,,
3,B,50,6,سهرت,,سهر+ت,,,,4,A,,,,,,,,,,
3,B,50,7,وفرحت,,و+فرح+ت,,,,4,A,,,,,,,,,,
3,B,50,8,بزاف,,بزاف,,,,4,A,,,,,,,,,,
3,B,50,9,ومن,,و+من,,,,4,A,,,,,,,,,,
3,B,50,10,الفرحة,,ال+فرح+ة,,,,4,A,,,,,,,,,,
3,B,50,11,طار,,طار,,,,4,A,,,,,,,,,,
3,B,50,12,لي,,لي,,,,4,A,,,,,,,,,,
3,B,50,13,النعاس,,ال+نعاس,,,,4,A,,,,,,,,,,
3,B,50,14,هههه,,هههه,,,,3,A,,,,,,,,,,
3,B,50,15,والي,,والي,,,,3,A,,,,,,,,,,
3,B,50,16,جاي,,جاي,,,,3,A,,,,,,,,,,
3,B,50,17,واعر,,واعر,,,,3,A,,,,,,,,,,
3,B,50,18,واعر,,واعر,,,,3,A,,,,,,,,,,
3,B,50,0,EOS,,EOS,,,,3,A,,,,,,,,,,
3,B,51,1,اليوم,,ال+يوم,,,,3,A,,,,,,,,,,
3,B,51,2,كثرتو,,كثرت+و,,,,3,A,,,,,,,,,,
